"Countryres","Age","Gender","Kids","Edu","WorkStatus","AnnualIncome","CurrentOccup","Timeinposyr","Timeinposmn","Communitysize","MaritalStatus","Numsons","Numdaughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","UCONSPRO","OTHCONSPRO","dpmean","aipmean","gpmean","swlsmean","Rank","RankChng","HDI","HDICHNG","HDICAT"
"Canada",55,"Female","No Kids","deg","full-time",87500,"SENIOR HUMAN RESOURCES CONSULTANT",1,0,"Large-City","Divorced","0",0,4,4,3,3,3,2,2,3,3,3,3,1,2,2,5,2,2,4,3,3,3,2,2,4,4,4,3,2,4,2,2,4,4,1,3,2,3,3,4,4,3,4,4,3,3,"yes","no",3.4,2.66666666666667,3,3.4,"10","(1)",0.92,"0.001","Very High"
"Canada",45,"Male","No Kids","deg","full-time",55000,"TECHNICAL",10,0,"Village","Single","0",0,3,3,3,3,3,1,1,2,2,2,3,2,2,1,3,4,2,3,2,3,3,2,3,3,3,2,3,3,3,2,4,3,2,4,2,4,3,3,4,3,3,3,2,2,3,"yes","no",3,2.2,2.95,2.6,"10","(1)",0.92,"0.001","Very High"
"Canada",32.5,"Male","No Kids","ma","full-time",45000,"MANAGER",0,6,"Large-City","Married","0",0,3,5,2,5,3,4,4,4,3,5,2,3,4,2,3,4,4,4,5,5,2,2,4,4,5,4,3,4,5,3,4,5,4,4,4,5,5,4,2,4,2,2,2,2,2,"no","yes",3.6,3.73333333333333,3.85,2,"10","(1)",0.92,"0.001","Very High"
"Canada",24,"Male","No Kids","ltuni","student",10000,"NA",1,0,"Medium-Sized","Single","0",0,4,3,3,2,2,2,2,3,3,2,3,3,4,3,3,2,2,3,2,2,3,2,3,3,2,2,3,3,4,2,4,3,2,2,3,3,3,4,4,4,4,3,3,3,3,"yes","yes",2.8,2.6,2.95,3.2,"10","(1)",0.92,"0.001","Very High"
"Canada",25,"Female","No Kids","deg","full-time",35000,"COMMUNICATIONS & PUBLISHING",1,0,"","Single","0",0,4,2,2,3,3,1,2,1,3,4,4,4,3,4,4,3,4,3,4,2,4,3,1,5,4,4,4,4,5,1,2,5,2,3,4,3,2,4,5,4,2,3,3,2,2,"yes","yes",2.8,3.06666666666667,3.45,2.4,"10","(1)",0.92,"0.001","Very High"
"Canada",37.5,"Male","No Kids","ltuni","full-time",35000,"ARTIST/ DESIGNER/BUILDER",8,0,"Medium-Sized","Single","0",0,3,4,4,3,3,4,2,5,4,4,3,4,4,4,5,5,3,4,1,5,5,4,5,5,4,5,4,5,5,5,4,4,4,4,5,5,5,3,5,3,3,2,2,1,2,"yes","yes",3.4,3.8,4.45,2,"10","(1)",0.92,"0.001","Very High"
"Canada",55,"Male","Yes Kids","deg","full-time",87500,"DIRECTOR",3,7,"Large-City","Married","1",1,2,3,3,2,2,4,2,3,3,3,2,4,3,2,3,4,2,3,2,3,3,2,3,4,4,2,3,3,3,1,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,"yes","yes",2.4,2.86666666666667,3.05,4,"10","(1)",0.92,"0.001","Very High"
"Canada",25,"Male","No Kids","deg","full-time",67500,"ATTORNEY",0,11,"Large-City","Single","0",0,1,1,1,1,1,1,1,5,4,2,1,4,5,1,2,5,3,4,4,3,4,1,1,4,1,1,3,1,4,5,4,4,2,2,4,5,5,2,4,4,4,5,4,5,5,"yes","yes",1,3,3.05,4.6,"10","(1)",0.92,"0.001","Very High"
"Canada",55,"Female","Yes Kids","ma","full-time",67500,"COUNSELOR",17,0,"Large-City","Single","0",1,5,3,2,2,2,5,2,5,3,5,4,5,5,3,4,5,3,5,2,5,4,4,4,4,5,4,4,4,5,2,3,5,5,4,5,5,5,5,5,1,4,4,4,4,2,"yes","yes",2.8,4.06666666666667,4.15,3.6,"10","(1)",0.92,"0.001","Very High"
"Canada",23,"Female","No Kids","deg","part-time",10000,"CLERK",7,2,"Large-City","Single","0",0,2,4,2,1,1,1,5,5,5,1,5,3,4,1,3,4,5,3,5,3,3,2,1,5,2,1,3,1,4,2,1,4,1,3,4,3,2,3,2,2,2,2,2,3,5,"yes","no",2,3.53333333333333,2.45,2.8,"10","(1)",0.92,"0.001","Very High"
"Canada",37.5,"Male","Yes Kids","deg","full-time",87500,"TECHNICAL",17,0,"Small City","Married","0",2,4,4,5,3,3,3,3,5,4,5,4,4,5,5,5,5,4,5,2,5,5,3,4,4,4,3,5,4,5,2,4,5,5,4,5,5,4,5,5,5,2,2,1,1,1,"yes","yes",3.8,4.26666666666667,4.3,1.4,"10","(1)",0.92,"0.001","Very High"
"Canada",55,"Female","No Kids","dip","full-time",NA,"NURSE",30,0,"Medium-Sized","","0",0,2,3,2,2,3,1,1,1,2,2,3,2,2,2,3,1,2,1,3,1,3,2,2,1,3,3,2,2,2,2,2,2,1,1,1,2,2,2,1,2,3,5,5,5,3,"no","no",2.4,1.8,1.9,4.2,"10","(1)",0.92,"0.001","Very High"
"Canada",20,"Female","No Kids","ltuni","student",NA,"NA",2,7,"Small City","Single","0",0,5,5,3,3,3,2,2,5,5,5,5,5,5,5,5,4,4,4,3,5,5,3,4,4,4,2,5,5,5,5,4,5,1,2,5,4,4,5,5,5,2,1,2,2,1,"yes","no",3.8,4.26666666666667,4.1,1.6,"10","(1)",0.92,"0.001","Very High"
"Canada",24,"Male","No Kids","high","full-time",25000,"NA",5,0,"Large-City","Single","0",0,3,3,3,2,2,2,1,2,1,3,5,4,4,4,3,4,1,3,1,4,4,2,2,4,4,2,4,3,3,3,3,3,3,3,5,3,3,3,4,4,3,3,4,3,2,"yes","yes",2.6,2.8,3.25,3,"10","(1)",0.92,"0.001","Very High"
"Canada",32.5,"Female","No Kids","ma","unemployed",45000,"STATISTICIAN",2,0,"Large-City","Married","0",0,5,5,5,2,2,1,3,3,4,4,4,4,4,2,4,3,3,3,3,2,5,5,5,4,2,3,3,4,5,5,2,4,4,4,4,4,4,4,4,5,3,4,4,3,3,"yes","yes",3.8,3.13333333333333,4,3.4,"10","(1)",0.92,"0.001","Very High"
"Canada",21,"Male","No Kids","deg","student",10000,"NA",0,0,"Medium-Sized","Single","0",0,4,4,3,3,3,3,2,3,3,3,4,4,4,3,3,3,2,4,3,3,3,3,3,3,3,3,4,3,4,4,2,4,4,3,4,4,4,3,3,4,3,4,3,3,2,"yes","yes",3.4,3.13333333333333,3.4,3,"10","(1)",0.92,"0.001","Very High"
"Canada",45,"Male","No Kids","ma","part-time",67500,"ATTORNEY",17,0,"Large-City","Married","0",0,2,3,2,2,2,2,2,3,3,3,2,3,4,3,3,2,3,3,2,2,3,2,2,2,2,2,3,4,3,3,2,3,2,2,4,3,2,3,3,3,3,4,4,4,3,"yes","yes",2.2,2.66666666666667,2.65,3.6,"10","(1)",0.92,"0.001","Very High"
"Canada",19,"Female","No Kids","ltuni","student",15000,"STUDENT",2,0,"Large-City","Single","0",0,2,2,2,1,1,1,1,2,4,1,2,4,4,4,3,1,2,2,3,2,3,1,2,5,5,3,5,4,5,1,1,4,1,1,5,4,4,3,3,4,4,5,4,5,5,"yes","yes",1.6,2.4,3.2,4.6,"10","(1)",0.92,"0.001","Very High"
"Canada",45,"Male","Yes Kids","deg","unemployed",10000,"UNEMPLOYED",10,0,"Large Town","Married","2",1,5,5,5,4,4,2,1,5,4,4,2,2,4,4,4,4,2,2,2,4,4,1,3,4,5,1,4,5,1,1,2,4,5,4,4,2,2,5,1,5,4,4,3,2,2,"yes","yes",4.6,3.06666666666667,3.15,3,"10","(1)",0.92,"0.001","Very High"
"Canada",37.5,"Female","Yes Kids","ma","part-time",15000,"TECHNICAL",17,0,"Medium-Sized","Married","0",1,4,4,5,5,4,1,5,4,5,4,3,5,4,4,5,4,5,4,5,3,4,3,1,2,3,5,4,5,4,3,5,3,2,3,5,4,3,5,3,4,1,5,2,4,1,"yes","yes",4.4,4.06666666666667,3.55,2.6,"10","(1)",0.92,"0.001","Very High"
"Canada",24,"Male","No Kids","deg","student",10000,"NA",17,0,"Large-City","Single","0",0,4,5,5,4,4,1,1,1,5,4,5,5,3,3,3,3,1,2,2,3,3,2,1,3,1,1,2,2,2,1,3,2,4,2,4,5,4,5,3,3,3,2,2,1,1,"yes","yes",4.4,2.8,2.65,1.8,"10","(1)",0.92,"0.001","Very High"
"Canada",20,"Female","No Kids","ltuni","student",15000,"SERVER",0,9,"Large-City","Single","0",0,3,2,2,1,2,3,1,2,1,2,1,3,4,2,3,2,1,4,1,4,3,2,2,2,4,2,3,3,4,2,2,4,3,3,3,2,2,2,3,2,4,5,4,5,4,"yes","yes",2,2.26666666666667,2.65,4.4,"10","(1)",0.92,"0.001","Very High"
"Canada",32.5,"Female","No Kids","dip","full-time",45000,"EDITOR",5,0,"Large-City","Married","0",0,4,3,3,2,2,2,1,1,2,1,3,2,5,1,4,5,1,3,1,1,5,1,3,5,1,4,4,2,4,1,1,4,2,2,4,2,2,4,4,4,4,4,4,4,4,"yes","yes",2.8,2.2,2.95,4,"10","(1)",0.92,"0.001","Very High"
"Canada",28,"Female","No Kids","ma","full-time",45000,"PROGRAM MANAGER AND ACTING DIRECTOR",1,4,"Large-City","Single","0",0,5,5,5,3,3,1,5,5,1,4,2,4,4,2,4,4,5,4,1,2,4,3,5,5,1,4,4,5,5,5,5,5,2,4,4,4,4,4,5,5,3,4,5,4,5,"yes","no",4.2,3.2,4.15,4.2,"10","(1)",0.92,"0.001","Very High"
"Canada",28,"Male","No Kids","ma","full-time",25000,"WRITERER",0,1,"Large-City","Single","0",0,4,4,4,1,1,1,2,5,3,1,1,1,2,1,1,3,2,2,2,1,1,4,4,4,4,2,1,4,4,2,3,3,2,3,2,4,3,3,3,2,4,4,4,4,4,"no","no",2.8,1.86666666666667,2.9,4,"10","(1)",0.92,"0.001","Very High"
"Canada",20,"Female","No Kids","ltuni","student",15000,"",0,0,"Large Town","Single","0",0,5,4,3,4,4,3,4,5,4,5,1,5,4,4,4,3,3,4,4,4,3,3,3,4,4,2,4,4,5,4,4,5,4,4,5,4,5,4,5,5,2,3,3,2,3,"yes","yes",4,3.8,4.05,2.6,"10","(1)",0.92,"0.001","Very High"
"Canada",20,"Female","No Kids","ltuni","student",10000,"NA",0,0,"Small City","Single","0",0,5,4,5,4,4,1,3,5,5,5,5,5,3,5,5,4,4,3,4,3,4,2,1,5,3,3,3,3,4,4,5,5,3,5,5,4,4,5,5,3,1,1,1,1,1,"yes","yes",4.4,4,3.8,1,"10","(1)",0.92,"0.001","Very High"
"Canada",28,"Female","No Kids","deg","student",NA,"NA",0,0,"Large-City","Single","0",0,4,5,2,2,3,2,2,2,2,3,5,4,4,3,5,3,3,2,2,5,5,2,2,3,3,2,2,3,5,2,2,5,2,2,4,3,3,4,3,3,3,3,4,4,2,"yes","yes",3.2,3.13333333333333,3,3.2,"10","(1)",0.92,"0.001","Very High"
"Canada",20,"Male","No Kids","ltuni","student",10000,"",0,0,"Large-City","Single","0",0,4,2,2,2,2,1,2,2,5,1,5,5,4,4,5,3,3,2,4,4,4,1,1,5,3,3,4,3,5,5,5,5,1,3,4,5,3,4,5,5,4,5,4,4,2,"yes","yes",2.4,3.33333333333333,3.7,3.8,"10","(1)",0.92,"0.001","Very High"
"Canada",23,"Male","No Kids","deg","student",NA,"NA",0,0,"Medium-Sized","Single","0",0,3,3,3,3,3,3,2,2,3,3,1,3,4,3,4,5,3,4,4,4,3,4,2,5,4,1,3,3,4,1,4,4,3,3,4,3,3,3,4,3,3,4,4,4,4,"yes","yes",3,3.2,3.2,3.8,"10","(1)",0.92,"0.001","Very High"
"Canada",37.5,"Male","No Kids","deg","full-time",150000,"ENGINEER",3,7,"Large-City","Single","0",0,5,3,4,3,4,2,3,3,5,5,4,4,5,5,5,3,5,1,3,4,5,3,4,5,3,4,4,5,5,5,4,4,4,3,4,4,4,5,5,5,1,1,1,1,1,"yes","yes",3.8,3.8,4.25,1,"10","(1)",0.92,"0.001","Very High"
"Chile",45,"Male","Yes Kids","dip","full-time",150000,"",9,0,"Village","Separated","2",0,3,3,3,3,3,2,2,4,2,3,2,3,3,2,3,3,2,2,2,3,3,3,4,4,3,3,3,3,4,4,2,3,2,4,3,4,3,3,4,3,2,3,2,3,2,"yes","yes",3,2.53333333333333,3.25,2.4,"38","",0.847,"0.002","Very High"
"Chile",45,"Female","No Kids","ma","full-time",25000,"",14,0,"Village","Married","0",0,3,3,2,2,2,1,1,3,4,2,1,2,3,2,3,3,2,2,1,3,3,3,5,5,5,4,2,2,2,3,2,2,1,2,3,1,1,5,3,4,4,4,4,4,3,"no","no",2.4,2.2,2.9,3.8,"38","",0.847,"0.002","Very High"
"Chile",32.5,"Male","Yes Kids","ma","full-time",45000,"EDITOR",3,2,"Large-City","Married","0",1,4,3,3,2,2,2,4,5,5,5,4,5,4,5,5,3,4,4,4,3,5,1,3,5,2,2,4,3,5,4,4,4,3,5,4,5,4,5,5,5,3,3,3,3,3,"yes","yes",2.8,4.13333333333333,3.9,3,"38","",0.847,"0.002","Very High"
"Chile",23,"Male","No Kids","ltuni","student",10000,"",4,6,"Small Town","Single","0",0,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,5,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4,5,5,5,2,1,4,2,1,"yes","yes",3.8,4.2,4.25,2,"38","",0.847,"0.002","Very High"
"China",32.5,"Male","No Kids","ma","full-time",15000,"",6,6,"Village","Single","0",0,4,4,2,2,2,1,1,4,3,3,4,2,4,3,3,2,1,4,2,2,4,1,2,5,3,1,3,2,4,1,3,4,2,2,5,3,2,4,4,3,2,3,4,3,2,"yes","yes",2.8,2.6,2.9,2.8,"90","(1)",0.738,"0.010","High"
"China",23,"Female","No Kids","deg","full-time",35000," TEACHER",0,7,"Large-City","Married","0",0,2,3,4,3,3,1,1,1,2,2,2,2,3,2,2,1,1,2,1,2,3,1,3,2,2,4,2,3,3,1,2,3,1,2,3,2,3,2,3,2,3,3,4,4,3,"yes","no",3,1.66666666666667,2.35,3.4,"90","(1)",0.738,"0.010","High"
"China",37.5,"Female","No Kids","ma","full-time",67500,"DIRECTOR",3,9,"Large-City","Divorced","0",0,3,3,2,1,1,1,2,2,3,2,3,1,3,2,3,4,5,3,3,3,3,2,2,4,4,3,3,4,3,3,3,3,3,3,4,4,3,3,3,4,3,3,4,4,3,"yes","no",2,2.66666666666667,3.2,3.4,"90","(1)",0.738,"0.010","High"
"China",28,"Female","No Kids","deg","full-time",10000," TEACHER",4,6,"Medium-Sized","Single","0",0,2,1,2,1,1,1,1,4,2,2,1,1,3,2,2,2,2,4,2,2,3,1,3,5,3,3,1,2,3,1,3,3,1,2,2,3,2,3,3,3,3,4,4,4,4,"no","no",1.4,2.06666666666667,2.5,3.8,"90","(1)",0.738,"0.010","High"
"China",32.5,"Male","No Kids","dip","full-time",15000," TEACHER",3,6,"Large-City","Single","0",0,3,3,3,2,2,1,1,2,2,2,4,1,2,1,3,2,2,3,2,3,3,1,2,1,4,2,1,3,4,1,2,3,2,2,2,2,3,4,2,3,3,1,3,3,2,"yes","no",2.6,2.06666666666667,2.35,2.4,"90","(1)",0.738,"0.010","High"
"China",28,"Male","Yes Kids","ma","full-time",10000,"",3,0,"Village","Married","1",0,5,5,3,3,3,3,2,4,4,5,5,3,5,5,5,5,3,4,4,4,5,3,3,3,3,4,4,3,5,4,3,4,4,4,4,5,4,5,5,4,1,2,2,2,3,"yes","no",3.8,4.06666666666667,3.95,2,"90","(1)",0.738,"0.010","High"
"China",28,"Female","No Kids","ma","full-time",35000,"",1,0,"Village","Single","0",0,5,4,5,2,2,1,2,3,4,3,3,3,4,3,4,4,4,3,4,4,4,2,2,3,4,2,4,5,4,3,3,4,1,2,4,2,2,4,3,4,4,4,3,5,4,"yes","no",3.6,3.26666666666667,3.1,4,"90","(1)",0.738,"0.010","High"
"China",55,"Male","No Kids","deg","retired",15000,"",0,0,"Village","Single","0",0,3,3,4,3,3,3,2,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,2,"yes","no",3.2,3.06666666666667,3.15,2.6,"90","(1)",0.738,"0.010","High"
"China",28,"Male","No Kids","ma","full-time",15000,"",0,11,"Village","Single","0",0,4,4,2,2,2,3,2,4,3,3,5,4,3,3,4,1,3,3,2,4,3,3,4,3,2,3,3,3,4,2,2,3,3,3,3,3,4,3,4,3,3,3,4,3,2,"yes","no",2.8,3.13333333333333,3.05,3,"90","(1)",0.738,"0.010","High"
"China",32.5,"Female","No Kids","dip","full-time",45000,"",4,1,"Village","Single","0",0,3,3,3,2,2,4,1,2,4,4,4,3,5,4,4,4,4,4,1,5,5,3,3,4,5,4,5,3,5,4,5,5,3,3,4,3,4,5,5,4,3,1,2,3,2,"yes","yes",2.6,3.53333333333333,4.1,2.2,"90","(1)",0.738,"0.010","High"
"China",25,"Male","No Kids","deg","part-time",10000,"",2,0,"Village","Single","0",0,5,5,4,5,5,2,5,5,5,5,4,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,4,3,4,5,1,5,3,3,5,5,5,4,5,5,1,1,1,1,1,"yes","yes",4.8,4.53333333333333,4.25,1,"90","(1)",0.738,"0.010","High"
"Croatia",37.5,"Female","No Kids","deg","full-time",35000,"",2,10,"Village","Married","0",0,2,2,2,2,2,1,2,1,4,2,2,4,5,2,4,2,3,2,3,4,4,2,2,4,4,2,4,2,4,2,4,4,2,2,4,4,2,4,2,2,4,4,5,5,5,"yes","no",2,2.73333333333333,3,4.6,"45","(1)",0.827,"0.004","Very High"
"Croatia",20,"Male","No Kids","ltuni","student",10000,"NA",0,0,"Large-City","Single","0",0,3,4,1,1,1,3,2,3,4,3,4,4,3,2,4,3,3,2,1,2,3,1,1,4,2,2,1,5,4,2,3,3,1,3,4,3,1,3,2,5,3,4,4,3,3,"yes","no",2,2.86666666666667,2.65,3.4,"45","(1)",0.827,"0.004","Very High"
"Croatia",45,"Female","Yes Kids","deg","part-time",NA,"",10,0,"Village","Married","1",2,4,4,4,3,2,1,1,2,1,1,1,4,4,2,3,5,1,2,1,2,4,2,1,2,3,2,3,2,4,1,4,2,2,3,3,3,3,4,3,3,2,3,4,3,5,"yes","yes",3.4,2.06666666666667,2.7,3.4,"45","(1)",0.827,"0.004","Very High"
"Croatia",28,"Male","No Kids","deg","full-time",15000,"",1,0,"Village","Single","0",0,5,4,3,3,2,1,1,3,2,2,4,2,3,2,5,2,2,1,2,1,4,2,3,5,4,3,4,4,3,2,2,3,5,4,4,4,3,4,3,4,4,4,3,5,4,"yes","no",3.4,2.2,3.5,4,"45","(1)",0.827,"0.004","Very High"
"Cyprus",19,"Female","No Kids","dip","student",NA,"",0,0,"Large Town","Single","0",0,5,5,2,3,3,5,4,4,5,5,5,5,4,5,5,4,3,5,4,3,5,2,2,4,3,1,3,2,5,4,5,5,3,4,5,2,3,5,5,4,2,2,2,3,4,"yes","yes",3.6,4.4,3.6,2.6,"33","(1)",0.856,"0.002","Very High"
"Czech Republic",23,"Female","No Kids","deg","full-time",15000,"",1,0,"Small Town","Single","0",0,3,4,3,2,2,2,5,5,5,5,3,5,4,4,5,3,5,4,5,5,5,5,2,5,4,4,5,4,4,3,4,4,3,4,4,4,4,4,4,4,3,2,4,4,3,"yes","yes",2.8,4.33333333333333,4,3.2,"28","",0.878,"0.003","Very High"
"Czech Republic",28,"Female","No Kids","deg","full-time",35000,"",1,0,"Village","Single","0",0,3,3,2,1,1,1,1,3,3,2,2,2,2,1,1,2,1,2,1,2,4,1,2,4,5,2,4,2,4,1,2,3,2,4,3,2,3,2,3,4,4,4,4,3,4,"no","no",2,1.73333333333333,2.85,3.8,"28","",0.878,"0.003","Very High"
"Czech Republic",37.5,"Male","Yes Kids","ma","full-time",45000,"",14,0,"Large Town","Married","0",1,3,3,3,3,3,2,1,4,3,5,3,4,5,4,5,4,3,4,2,1,4,1,3,3,2,3,4,5,4,1,3,4,3,3,4,4,3,4,5,1,2,4,2,2,2,"yes","yes",3,3.33333333333333,3.2,2.4,"28","",0.878,"0.003","Very High"
"Denmark",45,"Female","Yes Kids","ma","full-time",55000,"",0,0,"Village","Divorced","0",1,5,5,4,4,4,4,2,2,3,3,3,4,3,3,3,3,3,5,3,5,5,2,3,5,5,4,3,3,4,3,4,4,4,3,5,3,3,5,5,5,3,3,3,3,2,"yes","yes",4.4,3.26666666666667,3.9,2.8,"5","(1)",0.925,"0.002","Very High"
"Denmark",45,"Female","Yes Kids","ltuni","full-time",55000,"",0,3,"Village","Married","1",1,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,2,2,3,2,2,3,3,3,2,3,4,4,3,3,3,4,3,2,3,3,4,4,3,4,3,4,4,4,3,3,"yes","no",3,2.66666666666667,3.2,3.6,"5","(1)",0.925,"0.002","Very High"
"Denmark",45,"Female","No Kids","ltuni","part-time",15000," TEACHER",0,4,"Medium-Sized","Married","0",0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,2,1,1,3,1,1,1,2,1,3,2,3,1,2,3,1,1,3,3,3,4,4,5,4,4,4,5,2,"yes","no",1,1.4,2.35,3.8,"5","(1)",0.925,"0.002","Very High"
"Denmark",32.5,"Female","No Kids","deg","student",NA,"",0,0,"Small Town","Single","0",0,2,4,2,2,2,1,1,3,3,3,5,3,5,2,4,1,3,3,2,3,4,2,2,2,3,1,3,4,4,2,4,3,2,3,4,5,3,4,2,4,3,3,4,4,5,"yes","no",2.4,2.8,3.05,3.8,"5","(1)",0.925,"0.002","Very High"
"Denmark",37.5,"Male","Yes Kids","ma","full-time",87500,"",4,8,"Village","Married","0",2,4,3,2,1,1,1,1,5,3,3,3,2,4,2,2,1,2,3,2,3,3,3,3,2,3,2,3,3,3,2,4,4,2,2,4,4,3,4,2,2,2,4,3,3,3,"yes","no",2.2,2.46666666666667,2.9,3,"5","(1)",0.925,"0.002","Very High"
"Denmark",45,"Male","Yes Kids","ma","full-time",67500,"",1,0,"Large Town","Married","1",3,5,4,4,3,3,1,3,5,5,4,5,5,1,5,5,1,4,4,1,1,5,1,3,1,1,1,4,3,4,3,3,4,5,3,1,5,4,5,4,5,1,1,1,2,2,"yes","yes",3.8,3.33333333333333,3.25,1.4,"5","(1)",0.925,"0.002","Very High"
"Denmark",28,"Female","No Kids","deg","student",35000,"NA",0,0,"Medium-Sized","Married","0",0,4,4,2,3,3,1,1,4,4,4,5,4,3,4,4,4,3,2,2,3,4,3,4,2,3,2,3,4,3,2,3,4,2,2,3,3,2,3,4,4,4,4,5,4,3,"yes","yes",3.2,3.2,3,4,"5","(1)",0.925,"0.002","Very High"
"Denmark",37.5,"Male","No Kids","ma","student",10000,"",0,0,"Small Town","Married","0",0,3,3,3,2,2,1,1,2,3,2,5,3,3,3,4,2,2,1,2,2,3,2,4,2,3,1,3,3,4,2,3,4,1,3,3,3,2,3,4,3,4,5,4,3,2,"yes","no",2.6,2.4,2.8,3.6,"5","(1)",0.925,"0.002","Very High"
"Denmark",28,"Female","No Kids","ma","student",15000,"",0,0,"Small Town","","0",0,4,4,4,3,3,1,1,2,2,4,5,4,4,3,4,2,3,2,2,1,4,1,3,4,2,1,4,4,4,2,4,4,1,2,4,4,3,4,4,4,2,2,2,2,2,"yes","yes",3.6,2.66666666666667,3.15,2,"5","(1)",0.925,"0.002","Very High"
"Dominican Republic",22,"Female","No Kids","deg","full-time",15000,"SOCIAL POLICY ANALYST",1,3,"Large-City","Single","0",0,5,5,3,3,3,3,5,4,5,5,5,5,4,5,5,4,4,4,5,5,5,3,1,4,4,3,3,4,4,2,2,4,3,3,4,3,3,4,4,5,2,4,3,4,3,"yes","yes",3.8,4.53333333333333,3.4,3.2,"99","(2)",0.722,"0.004","High"
"Ecuador",45,"Male","Yes Kids","deg","full-time",35000,"",5,0,"Village","Married","2",2,5,5,4,4,4,3,5,4,5,5,4,5,5,5,5,5,5,4,5,4,5,4,5,3,5,4,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,3,3,3,2,"yes","yes",4.4,4.6,4.6,2.8,"89","(2)",0.739,"","High"
"Ecuador",37.5,"Male","Yes Kids","dip","full-time",10000,"",3,0,"Village","Divorced","1",0,4,4,4,4,4,5,3,5,5,4,4,3,4,2,4,5,4,5,5,4,4,4,4,4,2,3,4,4,4,3,3,3,4,4,4,4,4,4,2,3,3,2,3,2,1,"yes","no",4,4.13333333333333,3.55,2.2,"89","(2)",0.739,"","High"
"Ecuador",45,"Male","Yes Kids","ma","full-time",55000,"",1,0,"Village","Married","2",1,4,4,4,4,4,4,2,2,3,4,2,2,3,2,3,4,1,2,1,3,4,1,3,2,4,3,4,4,4,2,2,3,2,2,4,4,2,3,4,3,2,3,2,3,2,"yes","yes",4,2.53333333333333,3,2.4,"89","(2)",0.739,"","High"
"Egypt",37.5,"Male","No Kids","deg","full-time",67500,"NA",17,0,"Large-City","Married","0",0,3,2,1,1,1,4,3,3,3,3,3,3,3,2,5,5,2,5,4,4,5,5,4,1,1,4,5,3,3,5,1,4,2,3,4,5,5,2,3,1,3,3,3,4,1,"yes","yes",1.6,3.46666666666667,3.3,2.8,"111","",0.691,"0.003","Medium"
"Finland",55,"Female","No Kids","dip","full-time",35000,"TECHNICAL",23,0,"Village","Single","0",0,3,3,3,3,3,1,2,4,3,4,2,3,4,2,4,4,3,3,2,2,3,4,4,4,3,2,3,4,4,2,3,3,2,2,4,3,3,4,3,4,2,2,3,2,2,"yes","no",3,2.86666666666667,3.2,2.2,"23","",0.895,"0.002","Very High"
"Finland",28,"Male","No Kids","ltuni","student",10000,"NA",0,0,"Medium-Sized","Single","0",0,5,5,5,5,5,3,2,4,4,5,5,5,5,5,5,2,5,2,3,5,4,1,3,5,5,2,5,5,5,2,2,5,4,4,5,5,4,5,5,5,2,3,2,1,1,"yes","yes",5,4,4.05,1.8,"23","",0.895,"0.002","Very High"
"Finland",22,"Male","No Kids","ltuni","student",10000,"",0,0,"Small Town","Single","0",0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,"yes","yes",4.4,3.2,3.65,2,"23","",0.895,"0.002","Very High"
"Finland",22,"Male","No Kids","ltuni","student",10000,"",0,0,"Small Town","Single","0",0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,"yes","yes",4.4,3.2,3.65,2,"23","",0.895,"0.002","Very High"
"Finland",32.5,"Male","Yes Kids","phd","full-time",35000,"",0,4,"Large Town","Married","0",1,5,5,5,3,3,1,2,4,5,5,4,5,5,5,5,4,5,2,3,4,5,2,4,5,3,2,4,4,5,3,4,5,3,4,5,4,3,5,3,4,2,2,2,3,2,"yes","yes",4.2,3.93333333333333,3.85,2.2,"23","",0.895,"0.002","Very High"
"Finland",55,"Female","Yes Kids","ma","full-time",10000,"",0,4,"Small Town","Divorced","3",0,5,5,5,5,5,2,2,2,5,5,4,4,4,3,5,2,4,4,4,5,5,5,5,2,3,3,4,5,5,5,5,5,3,2,5,4,5,4,5,5,1,1,1,1,1,"yes","yes",5,3.66666666666667,4.25,1,"23","",0.895,"0.002","Very High"
